Log file of circuit Montreal at 22/08/2022 13:44:11

Population: 100
Iterations: 500
Mutation: 0.2
Crossover: 1.0
PitStopTime: 00:24.000
Weather: 'S'

[EA] Generation 1 - Bruteforce solution: 01:25:26.822 -> best overall: 01:43:16.474 - difference: 17:49.652 - valid strategies: 6.0% | threshold is 0.3 - counter = 0/5 - stuck value = 0


Best Strategy fitness: 6196474
Best Strategy time: 01:43:16.474

 vs 

Bruteforce fitness: 5126822
Bruteforce time: 01:25:26.822
Lap 1: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '106.83' Kg, PitStop 'No', Time '01:15.672' ms
Lap 12: Rain 0% -> Compound 'Soft', TyresAge 2, Wear '4.0'% | '4.0'% | '4.0'% | '4.0'%, Fuel '90.59' Kg, PitStop 'No', Time '01:13.089' ms
Lap 13: Rain 0% -> Compound 'Soft', TyresAge 3, Wear '6.0'% | '5.0'% | '6.0'% | '6.0'%, Fuel '89.12' Kg, PitStop 'No', Time '01:13.149' ms
Lap 14: Rain 0% -> Compound 'Soft', TyresAge 4, Wear '8.0'% | '7.0'% | '8.0'% | '8.0'%, Fuel '87.64' Kg, PitStop 'No', Time '01:13.231' ms
Lap 15: Rain 0% -> Compound 'Soft', TyresAge 5, Wear '10.0'% | '9.0'% | '10.0'% | '10.0'%, Fuel '86.17' Kg, PitStop 'No', Time '01:13.315' ms
Lap 16: Rain 0% -> Compound 'Soft', TyresAge 6, Wear '12.0'% | '11.0'% | '12.0'% | '12.0'%, Fuel '84.69' Kg, PitStop 'No', Time '01:13.400' ms
Lap 17: Rain 0% -> Compound 'Soft', TyresAge 7, Wear '14.0'% | '12.0'% | '14.0'% | '14.0'%, Fuel '83.22' Kg, PitStop 'No', Time '01:13.466' ms
Lap 18: Rain 0% -> Compound 'Soft', TyresAge 8, Wear '16.0'% | '14.0'% | '16.0'% | '15.0'%, Fuel '81.74' Kg, PitStop 'No', Time '01:13.534' ms
Lap 19: Rain 0% -> Compound 'Soft', TyresAge 9, Wear '17.0'% | '16.0'% | '18.0'% | '17.0'%, Fuel '80.27' Kg, PitStop 'No', Time '01:13.607' ms
Lap 20: Rain 0% -> Compound 'Hard', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '78.79' Kg, PitStop 'Yes', Time '01:37.520' ms
Lap 21: Rain 0% -> Compound 'Hard', TyresAge 1, Wear '1.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '77.31' Kg, PitStop 'No', Time '01:13.490' ms
Lap 22: Rain 0% -> Compound 'Hard', TyresAge 2, Wear '2.0'% | '2.0'% | '2.0'% | '2.0'%, Fuel '75.84' Kg, PitStop 'No', Time '01:13.458' ms
Lap 23: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '74.36' Kg, PitStop 'Yes', Time '01:35.854' ms
Lap 24: Rain 0% -> Compound 'Hard', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '72.89' Kg, PitStop 'Yes', Time '01:37.190' ms
Lap 25: Rain 0% -> Compound 'Medium', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '71.41' Kg, PitStop 'Yes', Time '01:36.112' ms
Lap 26: Rain 0% -> Compound 'Inter', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '69.94' Kg, PitStop 'Yes', Time '01:46.465' ms
Lap 27: Rain 0% -> Compound 'Wet', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '68.46' Kg, PitStop 'Yes', Time '02:03.958' ms
Lap 28: Rain 0% -> Compound 'Wet', TyresAge 1, Wear '1.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '66.99' Kg, PitStop 'No', Time '01:40.013' ms
Lap 29: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '65.51' Kg, PitStop 'Yes', Time '01:35.358' ms
Lap 30: Rain 0% -> Compound 'Soft', TyresAge 1, Wear '2.0'% | '2.0'% | '2.0'% | '2.0'%, Fuel '64.04' Kg, PitStop 'No', Time '01:11.438' ms
Lap 31: Rain 0% -> Compound 'Hard', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '62.56' Kg, PitStop 'Yes', Time '01:36.612' ms
Lap 32: Rain 0% -> Compound 'Hard', TyresAge 1, Wear '1.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '61.08' Kg, PitStop 'No', Time '01:12.580' ms
Lap 33: Rain 0% -> Compound 'Hard', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '59.61' Kg, PitStop 'Yes', Time '01:36.446' ms
Lap 34: Rain 0% -> Compound 'Hard', TyresAge 1, Wear '1.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '58.13' Kg, PitStop 'No', Time '01:12.416' ms
Lap 35: Rain 0% -> Compound 'Wet', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '56.66' Kg, PitStop 'Yes', Time '02:03.297' ms
Lap 36: Rain 0% -> Compound 'Wet', TyresAge 1, Wear '1.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '55.18' Kg, PitStop 'No', Time '01:39.352' ms
Lap 37: Rain 0% -> Compound 'Wet', TyresAge 2, Wear '2.0'% | '2.0'% | '2.0'% | '2.0'%, Fuel '53.71' Kg, PitStop 'No', Time '01:39.408' ms
Lap 38: Rain 0% -> Compound 'Wet', TyresAge 3, Wear '3.0'% | '3.0'% | '3.0'% | '3.0'%, Fuel '52.23' Kg, PitStop 'No', Time '01:39.463' ms
Lap 39: Rain 0% -> Compound 'Wet', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '50.76' Kg, PitStop 'Yes', Time '02:02.966' ms
Lap 40: Rain 0% -> Compound 'Inter', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '49.28' Kg, PitStop 'Yes', Time '01:45.309' ms
Lap 41: Rain 0% -> Compound 'Inter', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '47.8' Kg, PitStop 'Yes', Time '01:45.226' ms
Lap 42: Rain 0% -> Compound 'Inter', TyresAge 1, Wear '1.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '46.33' Kg, PitStop 'No', Time '01:21.205' ms
Lap 43: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '44.85' Kg, PitStop 'Yes', Time '01:34.202' ms
Lap 44: Rain 0% -> Compound 'Hard', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '43.38' Kg, PitStop 'Yes', Time '01:35.538' ms
Lap 45: Rain 0% -> Compound 'Hard', TyresAge 1, Wear '1.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '41.9' Kg, PitStop 'No', Time '01:11.506' ms
Lap 46: Rain 0% -> Compound 'Hard', TyresAge 2, Wear '2.0'% | '2.0'% | '2.0'% | '2.0'%, Fuel '40.43' Kg, PitStop 'No', Time '01:11.476' ms
Lap 47: Rain 0% -> Compound 'Hard', TyresAge 3, Wear '3.0'% | '3.0'% | '3.0'% | '3.0'%, Fuel '38.95' Kg, PitStop 'No', Time '01:11.444' ms
Lap 48: Rain 0% -> Compound 'Hard', TyresAge 4, Wear '4.0'% | '4.0'% | '4.0'% | '4.0'%, Fuel '37.48' Kg, PitStop 'No', Time '01:11.416' ms
Lap 49: Rain 0% -> Compound 'Hard', TyresAge 5, Wear '5.0'% | '5.0'% | '5.0'% | '5.0'%, Fuel '36.0' Kg, PitStop 'No', Time '01:11.384' ms
Lap 50: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '34.52' Kg, PitStop 'Yes', Time '01:33.623' ms
Lap 51: Rain 0% -> Compound 'Inter', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '33.05' Kg, PitStop 'Yes', Time '01:44.400' ms
Lap 52: Rain 0% -> Compound 'Medium', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '31.57' Kg, PitStop 'Yes', Time '01:33.882' ms
Lap 53: Rain 0% -> Compound 'Medium', TyresAge 1, Wear '1.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '30.1' Kg, PitStop 'No', Time '01:09.896' ms
Lap 54: Rain 0% -> Compound 'Medium', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '28.62' Kg, PitStop 'Yes', Time '01:33.716' ms
Lap 55: Rain 0% -> Compound 'Medium', TyresAge 1, Wear '1.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '27.15' Kg, PitStop 'No', Time '01:09.732' ms
Lap 56: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '25.67' Kg, PitStop 'Yes', Time '01:33.127' ms
Lap 57: Rain 0% -> Compound 'Soft', TyresAge 1, Wear '2.0'% | '2.0'% | '2.0'% | '2.0'%, Fuel '24.2' Kg, PitStop 'No', Time '01:09.207' ms
Lap 58: Rain 0% -> Compound 'Soft', TyresAge 2, Wear '4.0'% | '4.0'% | '4.0'% | '4.0'%, Fuel '22.72' Kg, PitStop 'No', Time '01:09.288' ms
Lap 59: Rain 0% -> Compound 'Wet', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '21.25' Kg, PitStop 'Yes', Time '02:01.314' ms
Lap 60: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '19.77' Kg, PitStop 'Yes', Time '01:32.797' ms
Lap 61: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '18.29' Kg, PitStop 'Yes', Time '01:32.714' ms
Lap 62: Rain 0% -> Compound 'Soft', TyresAge 1, Wear '2.0'% | '2.0'% | '2.0'% | '2.0'%, Fuel '16.82' Kg, PitStop 'No', Time '01:08.794' ms
Lap 63: Rain 0% -> Compound 'Soft', TyresAge 2, Wear '4.0'% | '4.0'% | '4.0'% | '4.0'%, Fuel '15.34' Kg, PitStop 'No', Time '01:08.875' ms
Lap 64: Rain 0% -> Compound 'Soft', TyresAge 3, Wear '6.0'% | '5.0'% | '6.0'% | '6.0'%, Fuel '13.87' Kg, PitStop 'No', Time '01:08.935' ms
Lap 65: Rain 0% -> Compound 'Soft', TyresAge 4, Wear '8.0'% | '7.0'% | '8.0'% | '8.0'%, Fuel '12.39' Kg, PitStop 'No', Time '01:09.017' ms
Lap 66: Rain 0% -> Compound 'Wet', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '10.92' Kg, PitStop 'Yes', Time '02:00.735' ms
Lap 67: Rain 0% -> Compound 'Wet', TyresAge 1, Wear '1.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '9.44' Kg, PitStop 'No', Time '01:36.791' ms
Lap 68: Rain 0% -> Compound 'Wet', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '7.97' Kg, PitStop 'Yes', Time '02:00.570' ms
Lap 69: Rain 0% -> Compound 'Wet', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '6.49' Kg, PitStop 'Yes', Time '02:00.487' ms
Lap 70: Rain 0% -> Compound 'Medium', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '5.01' Kg, PitStop 'Yes', Time '01:32.394' ms
Time elapsed: 00:01.185
