Best Strategy fitness: 5878479
Best Strategy time: 01:37:58.479

 vs 

Bruteforce fitness: 5302639
Bruteforce time: 01:28:22.639


Lap 1: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '107.06' Kg, PitStop 'No', Time '01:24.106' ms
Lap 31: Rain 0% -> Compound 'Medium', TyresAge 4, Wear '6.0'% | '5.0'% | '5.0'% | '5.0'%, Fuel '59.36' Kg, PitStop 'No', Time '01:19.927' ms
Lap 32: Rain 0% -> Compound 'Medium', TyresAge 5, Wear '8.0'% | '6.0'% | '7.0'% | '6.0'%, Fuel '57.77' Kg, PitStop 'No', Time '01:19.875' ms
Lap 33: Rain 0% -> Compound 'Medium', TyresAge 6, Wear '9.0'% | '7.0'% | '8.0'% | '7.0'%, Fuel '56.18' Kg, PitStop 'No', Time '01:19.810' ms
Lap 34: Rain 0% -> Compound 'Medium', TyresAge 7, Wear '11.0'% | '8.0'% | '9.0'% | '8.0'%, Fuel '54.59' Kg, PitStop 'No', Time '01:19.752' ms
Lap 35: Rain 0% -> Compound 'Medium', TyresAge 8, Wear '12.0'% | '10.0'% | '10.0'% | '9.0'%, Fuel '53.0' Kg, PitStop 'No', Time '01:19.694' ms
Lap 36: Rain 0% -> Compound 'Medium', TyresAge 9, Wear '14.0'% | '11.0'% | '12.0'% | '10.0'%, Fuel '51.41' Kg, PitStop 'No', Time '01:19.641' ms
Lap 37: Rain 0% -> Compound 'Medium', TyresAge 10, Wear '16.0'% | '12.0'% | '13.0'% | '12.0'%, Fuel '49.82' Kg, PitStop 'No', Time '01:19.591' ms
Lap 38: Rain 0% -> Compound 'Medium', TyresAge 11, Wear '17.0'% | '13.0'% | '14.0'% | '13.0'%, Fuel '48.23' Kg, PitStop 'No', Time '01:19.528' ms
Lap 39: Rain 0% -> Compound 'Inter', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '46.64' Kg, PitStop 'Yes', Time '01:49.331' ms
Lap 40: Rain 0% -> Compound 'Inter', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '45.05' Kg, PitStop 'Yes', Time '01:49.242' ms
Lap 41: Rain 0% -> Compound 'Inter', TyresAge 1, Wear '1.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '43.46' Kg, PitStop 'No', Time '01:27.207' ms
Lap 42: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '41.87' Kg, PitStop 'Yes', Time '01:40.455' ms
Lap 43: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '40.28' Kg, PitStop 'Yes', Time '01:40.366' ms
Lap 44: Rain 0% -> Compound 'Soft', TyresAge 1, Wear '2.0'% | '2.0'% | '2.0'% | '2.0'%, Fuel '38.69' Kg, PitStop 'No', Time '01:18.320' ms
Lap 45: Rain 0% -> Compound 'Hard', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '37.1' Kg, PitStop 'Yes', Time '01:41.710' ms
Lap 46: Rain 0% -> Compound 'Hard', TyresAge 1, Wear '1.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '35.51' Kg, PitStop 'No', Time '01:19.645' ms
Lap 47: Rain 0% -> Compound 'Hard', TyresAge 2, Wear '2.0'% | '2.0'% | '2.0'% | '2.0'%, Fuel '33.92' Kg, PitStop 'No', Time '01:19.579' ms
Lap 48: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '32.33' Kg, PitStop 'Yes', Time '01:39.921' ms
Lap 49: Rain 0% -> Compound 'Wet', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '30.74' Kg, PitStop 'Yes', Time '02:07.787' ms
Lap 50: Rain 0% -> Compound 'Inter', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '29.15' Kg, PitStop 'Yes', Time '01:48.352' ms
Lap 51: Rain 0% -> Compound 'Inter', TyresAge 1, Wear '1.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '27.56' Kg, PitStop 'No', Time '01:26.317' ms
Lap 52: Rain 0% -> Compound 'Inter', TyresAge 2, Wear '1.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '25.97' Kg, PitStop 'No', Time '01:26.454' ms
Lap 53: Rain 0% -> Compound 'Inter', TyresAge 3, Wear '2.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '24.38' Kg, PitStop 'No', Time '01:26.418' ms
Lap 54: Rain 0% -> Compound 'Wet', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '22.79' Kg, PitStop 'Yes', Time '02:07.341' ms
Lap 55: Rain 0% -> Compound 'Wet', TyresAge 1, Wear '1.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '21.2' Kg, PitStop 'No', Time '01:45.286' ms
Lap 56: Rain 0% -> Compound 'Hard', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '19.61' Kg, PitStop 'Yes', Time '01:40.730' ms
Lap 57: Rain 0% -> Compound 'Hard', TyresAge 1, Wear '1.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '18.02' Kg, PitStop 'No', Time '01:18.665' ms
Lap 58: Rain 0% -> Compound 'Hard', TyresAge 2, Wear '2.0'% | '2.0'% | '2.0'% | '2.0'%, Fuel '16.43' Kg, PitStop 'No', Time '01:18.599' ms
Lap 59: Rain 0% -> Compound 'Hard', TyresAge 3, Wear '4.0'% | '3.0'% | '3.0'% | '2.0'%, Fuel '14.84' Kg, PitStop 'No', Time '01:18.536' ms
Lap 60: Rain 0% -> Compound 'Hard', TyresAge 4, Wear '5.0'% | '4.0'% | '3.0'% | '3.0'%, Fuel '13.25' Kg, PitStop 'No', Time '01:18.465' ms
Lap 61: Rain 0% -> Compound 'Medium', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '11.66' Kg, PitStop 'Yes', Time '01:39.128' ms
Lap 62: Rain 0% -> Compound 'Medium', TyresAge 1, Wear '2.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '10.07' Kg, PitStop 'No', Time '01:17.070' ms
Lap 63: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '8.48' Kg, PitStop 'Yes', Time '01:38.585' ms
Lap 64: Rain 0% -> Compound 'Soft', TyresAge 1, Wear '2.0'% | '2.0'% | '2.0'% | '2.0'%, Fuel '6.89' Kg, PitStop 'No', Time '01:16.539' ms
Lap 65: Rain 0% -> Compound 'Soft', TyresAge 2, Wear '4.0'% | '3.0'% | '4.0'% | '3.0'%, Fuel '5.3' Kg, PitStop 'No', Time '01:16.482' ms
Lap 66: Rain 0% -> Compound 'Soft', TyresAge 3, Wear '6.0'% | '5.0'% | '6.0'% | '5.0'%, Fuel '3.71' Kg, PitStop 'No', Time '01:16.435' ms
